,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,score
1505,0.8,0,0.05,6,5,100,0.1,10,0.5,0.2698368859585135
3449,1.0,1,0.05,6,5,100,0.1,10,0.5,0.2696557963963026
1481,0.8,0,0.05,6,3,100,0.0,10,0.5,0.26964281601124196
44,0.6,0,0.05,6,5,100,0.1,1,0.5,0.2696176105467635
3431,1.0,1,0.05,6,3,100,0.1,10,0.5,0.2696140681604167
3413,1.0,1,0.05,6,1,100,0.1,10,0.5,0.26961244805314716
2967,1.0,0,0.05,6,5,100,1.0,10,0.3,0.26952595134226903
2304,0.8,1,0.2,6,5,100,0.0,1,0.3,0.2695217487602683
658,0.6,1,0.1,6,1,100,0.1,10,0.4,0.26949680199289033
676,0.6,1,0.1,6,3,100,0.1,10,0.4,0.2694960055535101
694,0.6,1,0.1,6,5,100,0.1,10,0.4,0.26949030502881294
1487,0.8,0,0.05,6,3,100,0.1,10,0.5,0.26947436037400874
2307,0.8,1,0.2,6,5,100,0.0,10,0.3,0.26935486492462146
2289,0.8,1,0.2,6,3,100,0.0,10,0.3,0.26935486492462146
2271,0.8,1,0.2,6,1,100,0.0,10,0.3,0.26935486492462146
1463,0.8,0,0.05,6,1,100,0.0,10,0.5,0.26933166202518705
38,0.6,0,0.05,6,5,100,0.0,1,0.5,0.26931082488158914
3427,1.0,1,0.05,6,3,100,0.1,1,0.4,0.2692738430577733
8,0.6,0,0.05,6,1,100,0.1,1,0.5,0.26916494629497895
3600,1.0,1,0.1,6,5,100,0.0,1,0.3,0.26907998759232266
2,0.6,0,0.05,6,1,100,0.0,1,0.5,0.2690797267554907
1461,0.8,0,0.05,6,1,100,0.0,10,0.3,0.2688744559320829
1970,0.8,1,0.05,6,3,100,0.1,1,0.5,0.26874632405658316
1952,0.8,1,0.05,6,1,100,0.1,1,0.5,0.26874482188110366
1504,0.8,0,0.05,6,5,100,0.1,10,0.4,0.2687038822165652
7,0.6,0,0.05,6,1,100,0.1,1,0.4,0.2686759136551219
3445,1.0,1,0.05,6,5,100,0.1,1,0.4,0.26862121083834634
1988,0.8,1,0.05,6,5,100,0.1,1,0.5,0.2685624143752944
1469,0.8,0,0.05,6,1,100,0.1,10,0.5,0.2684392826099321
3409,1.0,1,0.05,6,1,100,0.1,1,0.4,0.26840668682477886
1498,0.8,0,0.05,6,5,100,0.0,10,0.4,0.26832168729313316
1479,0.8,0,0.05,6,3,100,0.0,10,0.3,0.2681502301094529
1480,0.8,0,0.05,6,3,100,0.0,10,0.4,0.2681051523944939
1497,0.8,0,0.05,6,5,100,0.0,10,0.3,0.2681005219314755
828,0.6,1,0.2,6,3,100,0.0,1,0.3,0.26809083571273995
1,0.6,0,0.05,6,1,100,0.0,1,0.4,0.2680615739715296
2268,0.8,1,0.2,6,1,100,0.0,1,0.3,0.2680513300873444
1486,0.8,0,0.05,6,3,100,0.1,10,0.4,0.2680440870029125
810,0.6,1,0.2,6,1,100,0.0,1,0.3,0.26803204927219315
20,0.6,0,0.05,6,3,100,0.0,1,0.5,0.26795829653437786
32,0.6,0,0.05,6,3,100,1.0,1,0.5,0.2679494930906019
0,0.6,0,0.05,6,1,100,0.0,1,0.3,0.26788481930730557
2286,0.8,1,0.2,6,3,100,0.0,1,0.3,0.2678728343573013
19,0.6,0,0.05,6,3,100,0.0,1,0.4,0.2678244737916762
1475,0.8,0,0.05,6,1,100,1.0,10,0.5,0.26777387137774616
1468,0.8,0,0.05,6,1,100,0.1,10,0.4,0.26774236121116823
3455,1.0,1,0.05,6,5,100,1.0,10,0.5,0.2677278436996928
1474,0.8,0,0.05,6,1,100,1.0,10,0.4,0.26771118350493567
1503,0.8,0,0.05,6,5,100,0.1,10,0.3,0.26770919842643354
50,0.6,0,0.05,6,5,100,1.0,1,0.5,0.26769813370455076
1492,0.8,0,0.05,6,3,100,1.0,10,0.4,0.26761887138123386
3415,1.0,1,0.05,6,1,100,1.0,1,0.4,0.26760476468408934
26,0.6,0,0.05,6,3,100,0.1,1,0.5,0.26756908165688326
3443,1.0,1,0.05,6,5,100,0.0,10,0.5,0.2675368614418063
37,0.6,0,0.05,6,5,100,0.0,1,0.4,0.2675071136339364
3437,1.0,1,0.05,6,3,100,1.0,10,0.5,0.2674901585651106
3419,1.0,1,0.05,6,1,100,1.0,10,0.5,0.2674901585651106
1467,0.8,0,0.05,6,1,100,0.1,10,0.3,0.26746796134523787
3433,1.0,1,0.05,6,3,100,1.0,1,0.4,0.26745147817953674
3425,1.0,1,0.05,6,3,100,0.0,10,0.5,0.26743792489873197
3407,1.0,1,0.05,6,1,100,0.0,10,0.5,0.26743675309521436
1511,0.8,0,0.05,6,5,100,1.0,10,0.5,0.2674009305465129
43,0.6,0,0.05,6,5,100,0.1,1,0.4,0.26739790024400123
1982,0.8,1,0.05,6,5,100,0.0,1,0.5,0.26730890217035264
1462,0.8,0,0.05,6,1,100,0.0,10,0.4,0.26722230441712147
14,0.6,0,0.05,6,1,100,1.0,1,0.5,0.2671998358744559
1946,0.8,1,0.05,6,1,100,0.0,1,0.5,0.26716235790792775
1964,0.8,1,0.05,6,3,100,0.0,1,0.5,0.26715817365764777
42,0.6,0,0.05,6,5,100,0.1,1,0.3,0.26710393797230214
1509,0.8,0,0.05,6,5,100,1.0,10,0.3,0.26704433779573944
846,0.6,1,0.2,6,5,100,0.0,1,0.3,0.26704185976013745
1491,0.8,0,0.05,6,3,100,1.0,10,0.3,0.26697343823846875
1485,0.8,0,0.05,6,3,100,0.1,10,0.3,0.2669102772042943
25,0.6,0,0.05,6,3,100,0.1,1,0.4,0.26689413817008933
3451,1.0,1,0.05,6,5,100,1.0,1,0.4,0.2668727805919977
1493,0.8,0,0.05,6,3,100,1.0,10,0.5,0.2668483852597924
1958,0.8,1,0.05,6,1,100,1.0,1,0.5,0.266791357358453
1976,0.8,1,0.05,6,3,100,1.0,1,0.5,0.26678988980945084
1994,0.8,1,0.05,6,5,100,1.0,1,0.5,0.2667784383943001
2280,0.8,1,0.2,6,1,100,1.0,1,0.3,0.2667149845280591
2298,0.8,1,0.2,6,3,100,1.0,1,0.3,0.266701343947432
3759,1.0,1,0.2,6,3,100,1.0,10,0.3,0.26664856779489365
3741,1.0,1,0.2,6,1,100,1.0,10,0.3,0.26664856779489365
3777,1.0,1,0.2,6,5,100,1.0,10,0.3,0.26664856779489365
36,0.6,0,0.05,6,5,100,0.0,1,0.3,0.2666215347000483
31,0.6,0,0.05,6,3,100,1.0,1,0.4,0.26661768153490656
2316,0.8,1,0.2,6,5,100,1.0,1,0.3,0.2665391876468123
1473,0.8,0,0.05,6,1,100,1.0,10,0.3,0.2664931448934569
18,0.6,0,0.05,6,3,100,0.0,1,0.3,0.26640329647537453
13,0.6,0,0.05,6,1,100,1.0,1,0.4,0.26638382051098064
1510,0.8,0,0.05,6,5,100,1.0,10,0.4,0.2663570220520195
24,0.6,0,0.05,6,3,100,0.1,1,0.3,0.26634314771120327
700,0.6,1,0.1,6,5,100,1.0,10,0.4,0.26633587848931484
664,0.6,1,0.1,6,1,100,1.0,10,0.4,0.26633587848931484
682,0.6,1,0.1,6,3,100,1.0,10,0.4,0.26633587848931484
3606,1.0,1,0.1,6,5,100,0.1,1,0.3,0.2663264569934045
3747,1.0,1,0.2,6,3,100,0.0,10,0.3,0.26606934134878235
3765,1.0,1,0.2,6,5,100,0.0,10,0.3,0.26606934134878235
49,0.6,0,0.05,6,5,100,1.0,1,0.4,0.2659846694613203
30,0.6,0,0.05,6,3,100,1.0,1,0.3,0.26587161874400317
3564,1.0,1,0.1,6,1,100,0.0,1,0.3,0.2658110668818108
3582,1.0,1,0.1,6,3,100,0.0,1,0.3,0.26580539687066185
3570,1.0,1,0.1,6,1,100,0.1,1,0.3,0.2656124939866866
3729,1.0,1,0.2,6,1,100,0.0,10,0.3,0.26561220813539343
3588,1.0,1,0.1,6,3,100,0.1,1,0.3,0.26560865490999436
3430,1.0,1,0.05,6,3,100,0.1,10,0.4,0.26548110089058774
3412,1.0,1,0.05,6,1,100,0.1,10,0.4,0.26548110089058774
3448,1.0,1,0.05,6,5,100,0.1,10,0.4,0.26548046542950154
11,0.6,0,0.05,6,1,100,0.1,10,0.5,0.26540041811866
6,0.6,0,0.05,6,1,100,0.1,1,0.3,0.26535811979340196
5,0.6,0,0.05,6,1,100,0.0,10,0.5,0.26525300788311673
29,0.6,0,0.05,6,3,100,0.1,10,0.5,0.26517122035588225
47,0.6,0,0.05,6,5,100,0.1,10,0.5,0.2648787766331115
48,0.6,0,0.05,6,5,100,1.0,1,0.3,0.2648235451639337
17,0.6,0,0.05,6,1,100,1.0,10,0.5,0.2646634154788047
12,0.6,0,0.05,6,1,100,1.0,1,0.3,0.264648841039405
41,0.6,0,0.05,6,5,100,0.0,10,0.5,0.26459268706984607
35,0.6,0,0.05,6,3,100,1.0,10,0.5,0.26457018818663697
2277,0.8,1,0.2,6,1,100,0.1,10,0.3,0.26448551511629714
2313,0.8,1,0.2,6,5,100,0.1,10,0.3,0.26448551511629714
2295,0.8,1,0.2,6,3,100,0.1,10,0.3,0.26448551511629714
488,0.6,1,0.05,6,1,100,0.0,1,0.5,0.26447925357529894
506,0.6,1,0.05,6,3,100,0.0,1,0.5,0.26447698090529476
28,0.6,0,0.05,6,3,100,0.1,10,0.4,0.2644141193616424
3424,1.0,1,0.05,6,3,100,0.0,10,0.4,0.2643743457046811
3406,1.0,1,0.05,6,1,100,0.0,10,0.4,0.2643743457046811
494,0.6,1,0.05,6,1,100,0.1,1,0.5,0.26415447612953014
512,0.6,1,0.05,6,3,100,0.1,1,0.5,0.264153568804902
1961,0.8,1,0.05,6,1,100,1.0,10,0.5,0.2641290492132199
1979,0.8,1,0.05,6,3,100,1.0,10,0.5,0.2641272944821124
1987,0.8,1,0.05,6,5,100,0.1,1,0.4,0.26412509700406156
1997,0.8,1,0.05,6,5,100,1.0,10,0.5,0.26412325622609184
3442,1.0,1,0.05,6,5,100,0.0,10,0.4,0.2640724274614836
1985,0.8,1,0.05,6,5,100,0.0,10,0.5,0.2640557151108644
1969,0.8,1,0.05,6,3,100,0.1,1,0.4,0.26403255169268897
1951,0.8,1,0.05,6,1,100,0.1,1,0.4,0.26403255169268897
524,0.6,1,0.05,6,5,100,0.0,1,0.5,0.264030582916359
530,0.6,1,0.05,6,5,100,0.1,1,0.5,0.2640062186801526
23,0.6,0,0.05,6,3,100,0.0,10,0.5,0.26391935570891356
10,0.6,0,0.05,6,1,100,0.1,10,0.4,0.26386329054304347
1981,0.8,1,0.05,6,5,100,0.0,1,0.4,0.2638170800311269
1949,0.8,1,0.05,6,1,100,0.0,10,0.5,0.26379228180139425
1967,0.8,1,0.05,6,3,100,0.0,10,0.5,0.26379120850515836
1945,0.8,1,0.05,6,1,100,0.0,1,0.4,0.2633665575596496
1963,0.8,1,0.05,6,3,100,0.0,1,0.4,0.26336342332701485
518,0.6,1,0.05,6,3,100,1.0,1,0.5,0.26335494663659886
500,0.6,1,0.05,6,1,100,1.0,1,0.5,0.26335493520971565
536,0.6,1,0.05,6,5,100,1.0,1,0.5,0.2633479553696822
819,0.6,1,0.2,6,1,100,0.1,10,0.3,0.2633194992191784
855,0.6,1,0.2,6,5,100,0.1,10,0.3,0.2633194992191784
837,0.6,1,0.2,6,3,100,0.1,10,0.3,0.2633194992191784
53,0.6,0,0.05,6,5,100,1.0,10,0.5,0.26328106275319757
1991,0.8,1,0.05,6,5,100,0.1,10,0.5,0.26317831359003047
46,0.6,0,0.05,6,5,100,0.1,10,0.4,0.2631774212965207
1955,0.8,1,0.05,6,1,100,0.1,10,0.5,0.26296356617514827
1973,0.8,1,0.05,6,3,100,0.1,10,0.5,0.2629624401969376
3576,1.0,1,0.1,6,1,100,1.0,1,0.3,0.2626806032020704
3594,1.0,1,0.1,6,3,100,1.0,1,0.3,0.2626806032020704
40,0.6,0,0.05,6,5,100,0.0,10,0.4,0.26261809790283097
4,0.6,0,0.05,6,1,100,0.0,10,0.4,0.26246502011538936
3418,1.0,1,0.05,6,1,100,1.0,10,0.4,0.2624435503334087
3436,1.0,1,0.05,6,3,100,1.0,10,0.4,0.2624435503334087
3454,1.0,1,0.05,6,5,100,1.0,10,0.4,0.26244244289309177
22,0.6,0,0.05,6,3,100,0.0,10,0.4,0.262364516574905
1993,0.8,1,0.05,6,5,100,1.0,1,0.4,0.2623144221043429
1957,0.8,1,0.05,6,1,100,1.0,1,0.4,0.2620820525497752
1975,0.8,1,0.05,6,3,100,1.0,1,0.4,0.2620820525497752
16,0.6,0,0.05,6,1,100,1.0,10,0.4,0.2620255795845624
816,0.6,1,0.2,6,1,100,0.1,1,0.3,0.2620229715827202
852,0.6,1,0.2,6,5,100,0.1,1,0.3,0.26201459735847815
834,0.6,1,0.2,6,3,100,0.1,1,0.3,0.2620129531889673
34,0.6,0,0.05,6,3,100,1.0,10,0.4,0.26174662472194926
813,0.6,1,0.2,6,1,100,0.0,10,0.3,0.26165730019717
831,0.6,1,0.2,6,3,100,0.0,10,0.3,0.26165730019717
849,0.6,1,0.2,6,5,100,0.0,10,0.3,0.26165730019717
858,0.6,1,0.2,6,5,100,1.0,1,0.3,0.26161032324492073
27,0.6,0,0.05,6,3,100,0.1,10,0.3,0.26150068923623315
21,0.6,0,0.05,6,3,100,0.0,10,0.3,0.2614998831545162
533,0.6,1,0.05,6,5,100,0.1,10,0.5,0.26147698224183474
45,0.6,0,0.05,6,5,100,0.1,10,0.3,0.26146744204620054
3612,1.0,1,0.1,6,5,100,1.0,1,0.3,0.26138732627867467
3609,1.0,1,0.1,6,5,100,0.1,10,0.3,0.2612249340348378
515,0.6,1,0.05,6,3,100,0.1,10,0.5,0.26115757583983296
497,0.6,1,0.05,6,1,100,0.1,10,0.5,0.2611558982138242
9,0.6,0,0.05,6,1,100,0.1,10,0.3,0.26107745455605247
3573,1.0,1,0.1,6,1,100,0.1,10,0.3,0.2609930957520916
3591,1.0,1,0.1,6,3,100,0.1,10,0.3,0.2609930957520916
39,0.6,0,0.05,6,5,100,0.0,10,0.3,0.2608737230373181
3,0.6,0,0.05,6,1,100,0.0,10,0.3,0.2606698754578088
2130,0.8,1,0.1,6,3,100,0.1,1,0.3,0.26064358560981415
2148,0.8,1,0.1,6,5,100,0.1,1,0.3,0.2606315253575952
52,0.6,0,0.05,6,5,100,1.0,10,0.4,0.26059492541044504
2301,0.8,1,0.2,6,3,100,1.0,10,0.3,0.2604883796676703
2283,0.8,1,0.2,6,1,100,1.0,10,0.3,0.2604883796676703
2319,0.8,1,0.2,6,5,100,1.0,10,0.3,0.26048520589375057
491,0.6,1,0.05,6,1,100,0.0,10,0.5,0.2604298044553482
509,0.6,1,0.05,6,3,100,0.0,10,0.5,0.2604298044553482
527,0.6,1,0.05,6,5,100,0.0,10,0.5,0.2604242731614348
1948,0.8,1,0.05,6,1,100,0.0,10,0.4,0.26038047295828454
1966,0.8,1,0.05,6,3,100,0.0,10,0.4,0.26038047295828454
1972,0.8,1,0.05,6,3,100,0.1,10,0.4,0.2603128925731869
1954,0.8,1,0.05,6,1,100,0.1,10,0.4,0.2603128925731869
51,0.6,0,0.05,6,5,100,1.0,10,0.3,0.2603118542874111
1990,0.8,1,0.05,6,5,100,0.1,10,0.4,0.26029991042860895
2112,0.8,1,0.1,6,1,100,0.1,1,0.3,0.2602440292675383
1984,0.8,1,0.05,6,5,100,0.0,10,0.4,0.2601453533484167
2124,0.8,1,0.1,6,3,100,0.0,1,0.3,0.2600257723974253
2142,0.8,1,0.1,6,5,100,0.0,1,0.3,0.26000909179879267
2106,0.8,1,0.1,6,1,100,0.0,1,0.3,0.25981136064175825
840,0.6,1,0.2,6,3,100,1.0,1,0.3,0.2597199807435717
822,0.6,1,0.2,6,1,100,1.0,1,0.3,0.2597199807435717
15,0.6,0,0.05,6,1,100,1.0,10,0.3,0.25948495866387244
33,0.6,0,0.05,6,3,100,1.0,10,0.3,0.2593969308823499
3603,1.0,1,0.1,6,5,100,0.0,10,0.3,0.259385486665223
529,0.6,1,0.05,6,5,100,0.1,1,0.4,0.25881164245427285
3585,1.0,1,0.1,6,3,100,0.0,10,0.3,0.25877341086161404
3567,1.0,1,0.1,6,1,100,0.0,10,0.3,0.25877341086161404
539,0.6,1,0.05,6,5,100,1.0,10,0.5,0.25862393109719634
511,0.6,1,0.05,6,3,100,0.1,1,0.4,0.25838617480174275
493,0.6,1,0.05,6,1,100,0.1,1,0.4,0.25838617480174275
521,0.6,1,0.05,6,3,100,1.0,10,0.5,0.2583152499500289
503,0.6,1,0.05,6,1,100,1.0,10,0.5,0.2583145048044376
825,0.6,1,0.2,6,1,100,1.0,10,0.3,0.2582217997488463
843,0.6,1,0.2,6,3,100,1.0,10,0.3,0.2582217997488463
861,0.6,1,0.2,6,5,100,1.0,10,0.3,0.2582217997488463
3579,1.0,1,0.1,6,1,100,1.0,10,0.3,0.25799212583278874
3597,1.0,1,0.1,6,3,100,1.0,10,0.3,0.25799212583278874
3615,1.0,1,0.1,6,5,100,1.0,10,0.3,0.25799212583278874
2109,0.8,1,0.1,6,1,100,0.0,10,0.3,0.25778505666463875
2127,0.8,1,0.1,6,3,100,0.0,10,0.3,0.25778505666463875
2145,0.8,1,0.1,6,5,100,0.0,10,0.3,0.25778505666463875
1996,0.8,1,0.05,6,5,100,1.0,10,0.4,0.2577142231357693
1960,0.8,1,0.05,6,1,100,1.0,10,0.4,0.25760337685480017
1978,0.8,1,0.05,6,3,100,1.0,10,0.4,0.25760337685480017
684,0.6,1,0.1,6,5,100,0.0,1,0.3,0.2568245747705375
3402,1.0,1,0.05,6,1,100,0.0,1,0.3,0.25674748375206813
3420,1.0,1,0.05,6,3,100,0.0,1,0.3,0.256740939314492
523,0.6,1,0.05,6,5,100,0.0,1,0.4,0.256519179448521
3444,1.0,1,0.05,6,5,100,0.1,1,0.3,0.2562889147922839
3438,1.0,1,0.05,6,5,100,0.0,1,0.3,0.2562252137082369
487,0.6,1,0.05,6,1,100,0.0,1,0.4,0.2561763288784548
505,0.6,1,0.05,6,3,100,0.0,1,0.4,0.25606918700403675
648,0.6,1,0.1,6,1,100,0.0,1,0.3,0.2559533889878535
666,0.6,1,0.1,6,3,100,0.0,1,0.3,0.2559216861960086
2133,0.8,1,0.1,6,3,100,0.1,10,0.3,0.25590666533644235
2115,0.8,1,0.1,6,1,100,0.1,10,0.3,0.25590666533644235
2151,0.8,1,0.1,6,5,100,0.1,10,0.3,0.25590666533644235
3408,1.0,1,0.05,6,1,100,0.1,1,0.3,0.2558966182869966
3426,1.0,1,0.05,6,3,100,0.1,1,0.3,0.2558945865248046
690,0.6,1,0.1,6,5,100,0.1,1,0.3,0.25514536311188596
654,0.6,1,0.1,6,1,100,0.1,1,0.3,0.2548749318226732
672,0.6,1,0.1,6,3,100,0.1,1,0.3,0.25484485563382026
3423,1.0,1,0.05,6,3,100,0.0,10,0.3,0.25483207241024325
3405,1.0,1,0.05,6,1,100,0.0,10,0.3,0.25483207241024325
3441,1.0,1,0.05,6,5,100,0.0,10,0.3,0.25483207241024325
496,0.6,1,0.05,6,1,100,0.1,10,0.4,0.25454120078759124
514,0.6,1,0.05,6,3,100,0.1,10,0.4,0.25454120078759124
499,0.6,1,0.05,6,1,100,1.0,1,0.4,0.2545361931248945
517,0.6,1,0.05,6,3,100,1.0,1,0.4,0.25453452187864867
535,0.6,1,0.05,6,5,100,1.0,1,0.4,0.25452849138898986
2136,0.8,1,0.1,6,3,100,1.0,1,0.3,0.2545006271239621
2118,0.8,1,0.1,6,1,100,1.0,1,0.3,0.2545006271239621
1980,0.8,1,0.05,6,5,100,0.0,1,0.3,0.2542996017021837
1944,0.8,1,0.05,6,1,100,0.0,1,0.3,0.25428515575759525
532,0.6,1,0.05,6,5,100,0.1,10,0.4,0.2542752629200807
2154,0.8,1,0.1,6,5,100,1.0,1,0.3,0.2542685598193593
1950,0.8,1,0.05,6,1,100,0.1,1,0.3,0.254089667427312
1962,0.8,1,0.05,6,3,100,0.0,1,0.3,0.2540671325549684
2121,0.8,1,0.1,6,1,100,1.0,10,0.3,0.25403466652135903
2139,0.8,1,0.1,6,3,100,1.0,10,0.3,0.25403466652135903
2157,0.8,1,0.1,6,5,100,1.0,10,0.3,0.25403466652135903
1986,0.8,1,0.05,6,5,100,0.1,1,0.3,0.254014005680869
1968,0.8,1,0.05,6,3,100,0.1,1,0.3,0.253844733675274
526,0.6,1,0.05,6,5,100,0.0,10,0.4,0.25358549556755844
3411,1.0,1,0.05,6,1,100,0.1,10,0.3,0.25342998657974514
3429,1.0,1,0.05,6,3,100,0.1,10,0.3,0.25342998657974514
3447,1.0,1,0.05,6,5,100,0.1,10,0.3,0.25342678908631006
3414,1.0,1,0.05,6,1,100,1.0,1,0.3,0.25335360393633793
508,0.6,1,0.05,6,3,100,0.0,10,0.4,0.2531666635645653
490,0.6,1,0.05,6,1,100,0.0,10,0.4,0.2531666635645653
3432,1.0,1,0.05,6,3,100,1.0,1,0.3,0.25236577645442126
3450,1.0,1,0.05,6,5,100,1.0,1,0.3,0.2523492039306798
502,0.6,1,0.05,6,1,100,1.0,10,0.4,0.25230337462854596
520,0.6,1,0.05,6,3,100,1.0,10,0.4,0.25230337462854596
538,0.6,1,0.05,6,5,100,1.0,10,0.4,0.2521282260359957
678,0.6,1,0.1,6,3,100,1.0,1,0.3,0.25197209646682256
660,0.6,1,0.1,6,1,100,1.0,1,0.3,0.25197209646682256
696,0.6,1,0.1,6,5,100,1.0,1,0.3,0.25136415940774115
675,0.6,1,0.1,6,3,100,0.1,10,0.3,0.25105494518930854
693,0.6,1,0.1,6,5,100,0.1,10,0.3,0.25105494518930854
657,0.6,1,0.1,6,1,100,0.1,10,0.3,0.25105494518930854
651,0.6,1,0.1,6,1,100,0.0,10,0.3,0.25096455051973937
669,0.6,1,0.1,6,3,100,0.0,10,0.3,0.25096455051973937
687,0.6,1,0.1,6,5,100,0.0,10,0.3,0.25096455051973937
1947,0.8,1,0.05,6,1,100,0.0,10,0.3,0.24993646907125253
1965,0.8,1,0.05,6,3,100,0.0,10,0.3,0.24993646907125253
1992,0.8,1,0.05,6,5,100,1.0,1,0.3,0.24981267446186078
1956,0.8,1,0.05,6,1,100,1.0,1,0.3,0.2498098973482219
1974,0.8,1,0.05,6,3,100,1.0,1,0.3,0.2498098973482219
1983,0.8,1,0.05,6,5,100,0.0,10,0.3,0.24974708340918722
3417,1.0,1,0.05,6,1,100,1.0,10,0.3,0.2497194676094298
3435,1.0,1,0.05,6,3,100,1.0,10,0.3,0.2497194676094298
3453,1.0,1,0.05,6,5,100,1.0,10,0.3,0.2497175753621586
504,0.6,1,0.05,6,3,100,0.0,1,0.3,0.24840900747851888
522,0.6,1,0.05,6,5,100,0.0,1,0.3,0.2483832786132833
486,0.6,1,0.05,6,1,100,0.0,1,0.3,0.24827620642930048
1995,0.8,1,0.05,6,5,100,1.0,10,0.3,0.2482188044814233
1977,0.8,1,0.05,6,3,100,1.0,10,0.3,0.24792754362531427
1959,0.8,1,0.05,6,1,100,1.0,10,0.3,0.24792754362531427
1953,0.8,1,0.05,6,1,100,0.1,10,0.3,0.24718794455403986
1971,0.8,1,0.05,6,3,100,0.1,10,0.3,0.24718794455403986
1989,0.8,1,0.05,6,5,100,0.1,10,0.3,0.2471776281493261
492,0.6,1,0.05,6,1,100,0.1,1,0.3,0.24706293471227542
681,0.6,1,0.1,6,3,100,1.0,10,0.3,0.24693743385325345
663,0.6,1,0.1,6,1,100,1.0,10,0.3,0.24693743385325345
699,0.6,1,0.1,6,5,100,1.0,10,0.3,0.24693743385325345
510,0.6,1,0.05,6,3,100,0.1,1,0.3,0.24561820870880763
528,0.6,1,0.05,6,5,100,0.1,1,0.3,0.24560534755326263
498,0.6,1,0.05,6,1,100,1.0,1,0.3,0.24342039673974028
516,0.6,1,0.05,6,3,100,1.0,1,0.3,0.2434175125292195
534,0.6,1,0.05,6,5,100,1.0,1,0.3,0.24253023525861664
525,0.6,1,0.05,6,5,100,0.0,10,0.3,0.24245897848139583
489,0.6,1,0.05,6,1,100,0.0,10,0.3,0.24239405459997623
507,0.6,1,0.05,6,3,100,0.0,10,0.3,0.24239405459997623
495,0.6,1,0.05,6,1,100,0.1,10,0.3,0.24180172991153323
513,0.6,1,0.05,6,3,100,0.1,10,0.3,0.24180172991153323
531,0.6,1,0.05,6,5,100,0.1,10,0.3,0.2417909990715247
501,0.6,1,0.05,6,1,100,1.0,10,0.3,0.23879976530428274
537,0.6,1,0.05,6,5,100,1.0,10,0.3,0.23879976530428274
519,0.6,1,0.05,6,3,100,1.0,10,0.3,0.23879976530428274
4322,1.0,5,0.2,20,1,100,0.0,1,0.5,0.2317968001081317
4340,1.0,5,0.2,20,3,100,0.0,1,0.5,0.2317968001081317
4358,1.0,5,0.2,20,5,100,0.0,1,0.5,0.2317968001081317
4364,1.0,5,0.2,20,5,100,0.1,1,0.5,0.23109183859166144
4328,1.0,5,0.2,20,1,100,0.1,1,0.5,0.23109183859166144
4346,1.0,5,0.2,20,3,100,0.1,1,0.5,0.23109183859166144
4178,1.0,5,0.1,20,3,100,0.0,1,0.5,0.22684843998541723
4160,1.0,5,0.1,20,1,100,0.0,1,0.5,0.22684843998541723
4196,1.0,5,0.1,20,5,100,0.0,1,0.5,0.22684843998541723
4325,1.0,5,0.2,20,1,100,0.0,10,0.5,0.22652668499276044
4361,1.0,5,0.2,20,5,100,0.0,10,0.5,0.22652668499276044
4343,1.0,5,0.2,20,3,100,0.0,10,0.5,0.22652668499276044
3998,1.0,5,0.05,20,1,100,0.0,1,0.5,0.2252371934636157
4016,1.0,5,0.05,20,3,100,0.0,1,0.5,0.2252371934636157
4034,1.0,5,0.05,20,5,100,0.0,1,0.5,0.2252371934636157
4184,1.0,5,0.1,20,3,100,0.1,1,0.5,0.22501737194218788
4166,1.0,5,0.1,20,1,100,0.1,1,0.5,0.22501737194218788
4202,1.0,5,0.1,20,5,100,0.1,1,0.5,0.22501737194218788
4370,1.0,5,0.2,20,5,100,1.0,1,0.5,0.22498576876475035
4334,1.0,5,0.2,20,1,100,1.0,1,0.5,0.22498576876475035
4352,1.0,5,0.2,20,3,100,1.0,1,0.5,0.22498576876475035
4367,1.0,5,0.2,20,5,100,0.1,10,0.5,0.22423898006006224
4349,1.0,5,0.2,20,3,100,0.1,10,0.5,0.22423898006006224
4331,1.0,5,0.2,20,1,100,0.1,10,0.5,0.22423898006006224
4004,1.0,5,0.05,20,1,100,0.1,1,0.5,0.22378352202907853
4022,1.0,5,0.05,20,3,100,0.1,1,0.5,0.22378352202907853
4040,1.0,5,0.05,20,5,100,0.1,1,0.5,0.22378352202907853
4190,1.0,5,0.1,20,3,100,1.0,1,0.5,0.22260676725059927
4172,1.0,5,0.1,20,1,100,1.0,1,0.5,0.22260676725059927
4208,1.0,5,0.1,20,5,100,1.0,1,0.5,0.22260676725059927
4181,1.0,5,0.1,20,3,100,0.0,10,0.5,0.2224431640726768
4199,1.0,5,0.1,20,5,100,0.0,10,0.5,0.2224431640726768
4163,1.0,5,0.1,20,1,100,0.0,10,0.5,0.2224431640726768
2888,0.8,5,0.2,20,3,100,0.1,1,0.5,0.22233936586280442
2906,0.8,5,0.2,20,5,100,0.1,1,0.5,0.22233936586280442
2870,0.8,5,0.2,20,1,100,0.1,1,0.5,0.22233936586280442
2882,0.8,5,0.2,20,3,100,0.0,1,0.5,0.221918549082916
2864,0.8,5,0.2,20,1,100,0.0,1,0.5,0.221918549082916
2900,0.8,5,0.2,20,5,100,0.0,1,0.5,0.221918549082916
4286,1.0,5,0.2,10,3,100,0.0,1,0.5,0.22149938667053
4268,1.0,5,0.2,10,1,100,0.0,1,0.5,0.22149938667053
